Company,TypeName,Inches,Ram,Weight,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,Gpu_name,OpSys,Price
Apple,Notebook,12.4,16,2.05,1,0,177.5,Intel Core i5,500,256,AMD Radeon,AMD Radeon RX 6600M,Windows,103500.0
Apple,Notebook,17.0,8,2.27,0,0,182.1,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,93300.0
Dell,Notebook,14.0,16,1.37,0,1,123.7,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,53900.0
HP,Notebook,11.7,8,1.43,0,0,116.9,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,No OS,38300.0
MSI,Gaming,13.0,16,1.3,0,1,145.9,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,101300.0
MSI,Notebook,15.2,16,2.76,0,0,119.5,Intel Core i5,1024,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,80900.0
Dell,2 in 1 Convertible,12.9,16,1.87,0,0,102.0,AMD Ryzen 7,1024,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,98400.0
Apple,Ultrabook,16.1,8,2.96,1,0,135.9,Intel Core i3,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,97500.0
HP,Ultrabook,14.5,16,2.82,0,0,102.2,Intel Core i3,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,62200.0
Asus,Netbook,13.7,16,2.05,0,1,136.0,Intel Core i3,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,49700.0
Apple,Ultrabook,15.0,16,1.89,0,0,102.0,AMD Ryzen 5,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,125900.0
Asus,Notebook,11.7,16,2.9,0,0,163.0,Intel Core i5,500,1024,Intel Integrated,Intel UHD Graphics,Windows,60300.0
HP,2 in 1 Convertible,15.0,8,1.55,0,1,149.9,Intel Core i5,500,1024,Intel Integrated,Intel UHD Graphics,Windows,67600.0
Lenovo,Notebook,13.3,32,2.82,0,1,186.3,Intel Core i7,0,128,Intel Integrated,Intel Iris Xe Graphics,Windows,90000.0
MSI,Ultrabook,15.2,16,1.35,0,0,174.8,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Linux,83600.0
Dell,2 in 1 Convertible,13.6,16,2.46,0,0,215.5,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,89600.0
Apple,Notebook,13.5,8,2.98,0,1,182.2,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,No OS,83700.0
Asus,Notebook,13.1,64,2.73,0,1,178.0,Intel Core i7,0,128,AMD Radeon,AMD Radeon RX 6500M,Windows,112800.0
Acer,2 in 1 Convertible,13.9,32,1.87,0,0,207.7,AMD Ryzen 7,1024,128,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,105700.0
Dell,2 in 1 Convertible,12.6,16,1.82,1,0,148.0,AMD Ryzen 7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,79000.0
MSI,Gaming,16.3,4,2.13,0,0,108.7,Intel Core i7,1024,512,AMD Radeon,AMD Radeon Vega 8,Mac,85300.0
HP,Gaming,12.1,16,2.55,0,0,103.8,Intel Core i3,1024,512,Intel Integrated,Intel Iris Xe Graphics,Mac,66100.0
Dell,Ultrabook,14.7,4,1.89,1,1,111.9,Intel Core i3,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,58000.0
Apple,Gaming,12.2,8,1.71,0,1,146.2,Intel Core i5,0,128,AMD Radeon,AMD Radeon RX 6500M,Windows,114500.0
Acer,Notebook,14.5,32,2.88,0,1,164.3,Intel Core i5,0,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,85100.0
Asus,2 in 1 Convertible,15.7,32,2.83,0,0,166.9,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,117900.0
HP,Notebook,13.4,16,2.15,0,0,215.9,Intel Core i5,0,256,AMD Radeon,AMD Radeon Vega 8,Windows,62600.0
HP,Ultrabook,12.8,16,1.2,1,0,204.9,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,82500.0
Lenovo,Notebook,12.3,8,2.21,0,0,104.2,Intel Core i3,0,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,52400.0
Lenovo,Notebook,12.5,8,1.81,0,0,109.3,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Mac,50200.0
Lenovo,Notebook,12.2,32,2.59,0,0,158.5,Intel Core i7,500,1024,AMD Radeon,AMD Radeon Vega 8,Windows,96400.0
HP,Gaming,17.3,16,2.04,1,0,187.6,AMD Ryzen 5,0,128,Intel Integrated,Intel UHD Graphics,Windows,76500.0
Dell,Notebook,15.2,4,2.69,0,0,167.4,Intel Core i5,0,256,AMD Radeon,AMD Radeon Vega 8,Windows,43300.0
HP,Notebook,13.7,4,1.59,0,0,123.9,AMD Ryzen 7,500,128,Intel Integrated,Intel Iris Xe Graphics,Linux,43300.0
HP,Notebook,15.6,8,2.85,0,0,213.7,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Linux,43200.0
MSI,Notebook,13.1,16,2.17,0,1,143.4,Intel Core i5,0,1024,Intel Integrated,Intel UHD Graphics,Windows,76400.0
MSI,Gaming,13.8,16,2.83,0,0,145.4,AMD Ryzen 5,500,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,114600.0
Lenovo,Ultrabook,12.6,8,1.12,0,1,207.0,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,62600.0
Asus,2 in 1 Convertible,12.8,8,2.72,0,1,201.1,Intel Core i7,0,2048,Intel Integrated,Intel UHD Graphics,No OS,89700.0
Lenovo,2 in 1 Convertible,17.1,16,2.28,0,1,164.9,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,74100.0
Apple,Ultrabook,17.1,16,1.37,0,1,138.4,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,120300.0
Dell,Ultrabook,14.5,4,1.79,0,1,206.6,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,64900.0
Lenovo,Gaming,11.8,16,2.07,0,0,109.8,Intel Core i5,0,2048,AMD Radeon,AMD Radeon Vega 8,Windows,92900.0
HP,Ultrabook,12.1,8,1.89,0,1,179.8,Intel Core i3,500,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,79400.0
HP,Netbook,15.0,16,1.11,0,0,168.3,AMD Ryzen 7,0,2048,AMD Radeon,AMD Radeon Vega 8,Windows,81000.0
Apple,Ultrabook,15.2,8,2.62,0,0,107.2,AMD Ryzen 7,0,512,AMD Radeon,AMD Radeon RX 6500M,Windows,109900.0
Dell,Gaming,16.3,64,2.79,0,0,103.3,Intel Core i5,500,512,AMD Radeon,AMD Radeon Vega 8,Windows,117300.0
Asus,Gaming,15.2,8,1.94,0,1,153.2,AMD Ryzen 7,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,89600.0
Dell,2 in 1 Convertible,13.5,8,2.07,1,0,142.3,AMD Ryzen 5,0,256,Intel Integrated,Intel Iris Xe Graphics,Mac,60200.0
HP,2 in 1 Convertible,12.4,8,2.21,0,1,146.5,AMD Ryzen 5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,65600.0
Lenovo,Gaming,14.8,16,1.32,0,0,132.3,Intel Core i3,0,512,AMD Radeon,AMD Radeon RX 6500M,No OS,63700.0
HP,Gaming,11.9,4,1.16,0,1,107.5,Intel Core i7,500,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Linux,99400.0
MSI,Ultrabook,15.6,32,1.78,0,1,187.2,Intel Core i5,1024,512,AMD Radeon,AMD Radeon RX 6600M,No OS,97600.0
Lenovo,Notebook,15.0,16,2.28,0,0,159.0,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,81400.0
Asus,Notebook,13.8,8,2.79,0,0,162.9,AMD Ryzen 7,2048,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,66000.0
Apple,2 in 1 Convertible,15.5,4,2.59,1,1,161.0,Intel Core i5,500,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,125000.0
Asus,Ultrabook,17.1,16,2.82,0,1,109.6,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,75700.0
Asus,2 in 1 Convertible,14.2,16,1.46,1,1,132.2,Intel Core i5,500,128,AMD Radeon,AMD Radeon RX 6500M,Windows,71500.0
Acer,Notebook,14.4,8,1.59,0,0,166.5,Intel Core i3,1024,256,AMD Radeon,AMD Radeon Vega 8,Windows,34000.0
HP,Gaming,14.8,8,1.9,0,0,109.4,AMD Ryzen 5,500,128,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,83100.0
MSI,Ultrabook,15.4,32,2.76,0,0,140.8,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,102900.0
Acer,Notebook,12.3,8,2.85,0,0,171.6,Intel Core i5,0,1024,Intel Integrated,Intel UHD Graphics,Mac,47800.0
Apple,Gaming,12.7,4,2.25,0,1,163.7,Intel Core i7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,120700.0
Lenovo,2 in 1 Convertible,12.6,32,2.42,0,1,149.4,Intel Core i3,0,512,AMD Radeon,AMD Radeon Vega 8,Linux,60200.0
Asus,Notebook,14.2,16,2.61,0,1,132.1,Intel Core i5,1024,1024,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,72800.0
Lenovo,Ultrabook,14.9,16,1.38,0,1,167.2,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Mac,99400.0
HP,Gaming,12.5,8,1.76,1,0,107.6,Intel Core i3,500,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,73800.0
Acer,Notebook,14.5,16,1.86,0,1,124.9,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,60100.0
Acer,Gaming,13.6,32,1.66,0,1,145.5,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,117600.0
Lenovo,Ultrabook,12.8,8,1.12,0,1,129.2,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,90000.0
Lenovo,Gaming,11.7,16,2.73,0,0,101.3,Intel Core i5,500,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,103400.0
Lenovo,Netbook,15.5,4,2.99,0,0,166.9,Intel Core i5,0,128,Intel Integrated,Intel UHD Graphics,Windows,37200.0
Apple,Ultrabook,12.0,16,2.24,0,1,165.3,Intel Core i7,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,127600.0
Dell,Ultrabook,13.2,16,1.96,1,0,142.6,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Mac,82000.0
MSI,2 in 1 Convertible,14.8,8,1.73,0,0,182.6,Intel Core i5,2048,256,Intel Integrated,Intel UHD Graphics,Windows,68600.0
Lenovo,Gaming,15.8,8,1.73,0,1,106.2,Intel Core i3,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,64400.0
MSI,Ultrabook,16.2,32,2.87,0,1,128.1,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,94800.0
Apple,Notebook,13.7,16,1.4,1,1,120.0,Intel Core i3,1024,128,Intel Integrated,Intel Iris Xe Graphics,Windows,94800.0
Lenovo,Ultrabook,16.5,8,1.83,0,1,112.9,Intel Core i7,2048,512,AMD Radeon,AMD Radeon RX 6600M,Windows,85900.0
HP,Notebook,12.6,16,2.92,0,0,174.4,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,61200.0
Asus,Notebook,11.7,4,2.12,1,0,212.4,Intel Core i3,0,1024,Nvidia GeForce,Nvidia GeForce MX450,Linux,50900.0
Lenovo,2 in 1 Convertible,16.2,4,1.71,0,0,123.9,Intel Core i3,0,512,Intel Integrated,Intel UHD Graphics,Windows,47900.0
Acer,Notebook,16.7,4,1.21,1,1,145.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,No OS,52300.0
Dell,Ultrabook,15.3,16,2.31,0,0,151.3,Intel Core i3,0,1024,Intel Integrated,Intel UHD Graphics,Windows,72500.0
Acer,Notebook,15.0,16,1.11,0,0,205.9,Intel Core i3,2048,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,56200.0
Acer,Notebook,14.7,16,2.43,1,0,148.0,AMD Ryzen 7,0,512,Intel Integrated,Intel Iris Xe Graphics,Linux,61800.0
Apple,Ultrabook,12.2,4,2.2,0,1,135.1,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,100600.0
Acer,2 in 1 Convertible,13.3,8,1.99,0,0,213.6,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,63000.0
Lenovo,Gaming,16.3,8,2.36,0,0,182.8,Intel Core i5,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,75400.0
HP,Notebook,14.5,32,1.56,0,0,189.7,Intel Core i7,2048,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,119400.0
Acer,Gaming,11.6,4,2.64,0,1,154.5,AMD Ryzen 5,2048,1024,Intel Integrated,Intel UHD Graphics,Windows,71500.0
Asus,Notebook,16.9,8,2.49,0,0,158.4,AMD Ryzen 5,1024,512,AMD Radeon,AMD Radeon RX 6500M,Windows,61100.0
Apple,Ultrabook,14.8,8,1.97,0,0,152.4,Intel Core i7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,113300.0
Lenovo,Gaming,12.0,16,1.45,0,1,166.8,Intel Core i7,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,88000.0
Dell,Ultrabook,14.6,8,1.17,1,0,190.7,Intel Core i5,0,128,Intel Integrated,Intel UHD Graphics,Windows,67200.0
Dell,Notebook,17.1,16,1.6,0,0,129.4,AMD Ryzen 5,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,64500.0
Dell,Gaming,13.4,8,1.12,0,0,192.7,Intel Core i5,500,1024,Intel Integrated,Intel UHD Graphics,Windows,78300.0
MSI,Notebook,14.2,16,1.41,0,1,204.0,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,80100.0
Lenovo,Notebook,15.2,16,2.79,0,0,136.7,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,68400.0
Asus,Gaming,13.9,16,2.43,0,0,203.2,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,84100.0
Acer,Notebook,14.3,64,2.56,0,0,128.0,Intel Core i5,1024,1024,Intel Integrated,Intel UHD Graphics,Windows,101300.0
HP,2 in 1 Convertible,12.2,16,2.54,1,1,131.6,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,72200.0
Dell,2 in 1 Convertible,13.3,16,1.93,0,0,213.2,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce MX450,Windows,93100.0
MSI,2 in 1 Convertible,17.0,8,1.35,0,1,216.6,AMD Ryzen 5,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,75500.0
Acer,Notebook,16.7,8,1.37,0,0,190.4,AMD Ryzen 7,0,1024,AMD Radeon,AMD Radeon RX 6600M,Linux,68400.0
Lenovo,Notebook,13.4,8,2.68,1,1,147.4,Intel Core i5,2048,2048,Nvidia GeForce,Nvidia GeForce MX450,Windows,77600.0
Dell,Gaming,11.6,32,1.25,0,0,158.2,Intel Core i5,2048,256,AMD Radeon,AMD Radeon RX 6600M,Windows,105100.0
Lenovo,Gaming,17.3,16,1.2,0,1,163.3,AMD Ryzen 5,1024,1024,Nvidia GeForce,Nvidia GeForce MX450,Windows,89600.0
MSI,Ultrabook,12.0,16,2.22,1,1,141.9,AMD Ryzen 7,500,1024,Intel Integrated,Intel UHD Graphics,Linux,91400.0
Acer,Notebook,17.1,16,1.68,0,0,218.7,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,73200.0
Lenovo,Gaming,12.0,8,1.51,0,0,168.8,Intel Core i5,1024,1024,AMD Radeon,AMD Radeon RX 6500M,No OS,79200.0
Acer,Notebook,14.0,8,1.33,0,1,193.3,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,57500.0
Acer,Netbook,17.0,8,2.76,0,0,164.9,AMD Ryzen 5,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,41000.0
Lenovo,Notebook,14.0,8,1.6,0,0,130.1,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,84800.0
Asus,Notebook,12.1,64,1.64,0,1,103.0,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,103300.0
Dell,Ultrabook,14.5,16,2.08,0,0,108.5,Intel Core i3,0,512,AMD Radeon,AMD Radeon RX 6600M,Windows,62700.0
Lenovo,Notebook,12.6,4,2.46,0,1,146.8,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,49400.0
HP,Notebook,14.1,32,2.7,0,1,100.7,Intel Core i3,1024,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,76900.0
HP,Gaming,14.8,8,2.34,0,0,152.5,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3060,No OS,84400.0
MSI,2 in 1 Convertible,15.1,4,2.81,0,1,200.1,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Linux,63500.0
Lenovo,Notebook,14.4,16,1.12,1,0,141.2,Intel Core i3,0,512,Intel Integrated,Intel UHD Graphics,Linux,52200.0
Dell,Notebook,12.8,16,2.06,1,1,148.6,Intel Core i7,0,2048,Nvidia GeForce,Nvidia GeForce GTX 1650,No OS,97600.0
Lenovo,Notebook,15.1,32,2.69,1,0,113.5,Intel Core i7,0,1024,Intel Integrated,Intel Iris Xe Graphics,Mac,91800.0
Asus,Netbook,16.9,16,2.47,0,1,151.3,Intel Core i5,1024,256,Intel Integrated,Intel UHD Graphics,Linux,46300.0
Asus,Gaming,13.6,8,1.85,0,0,170.9,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Linux,93400.0
Lenovo,Gaming,14.2,16,1.95,0,0,163.4,AMD Ryzen 5,500,512,Intel Integrated,Intel UHD Graphics,Windows,78500.0
HP,Notebook,16.3,8,2.49,0,1,174.7,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,62100.0
Asus,Notebook,11.6,8,2.12,0,0,187.7,Intel Core i7,0,128,Nvidia GeForce,Nvidia GeForce RTX 3050,Linux,70400.0
MSI,2 in 1 Convertible,16.2,8,1.54,0,0,121.1,AMD Ryzen 5,1024,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,62200.0
Apple,Notebook,13.0,8,1.71,0,1,152.6,AMD Ryzen 5,0,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,93900.0
HP,Notebook,13.9,8,2.2,0,0,206.4,AMD Ryzen 5,1024,1024,Intel Integrated,Intel UHD Graphics,Windows,59100.0
HP,Ultrabook,13.1,8,2.41,0,0,138.4,Intel Core i7,0,128,Intel Integrated,Intel UHD Graphics,Mac,60400.0
Acer,Notebook,12.2,16,1.4,1,1,201.0,Intel Core i5,500,256,Intel Integrated,Intel UHD Graphics,Windows,59600.0
Acer,Ultrabook,16.6,16,2.08,0,1,215.8,Intel Core i3,1024,128,AMD Radeon,AMD Radeon RX 6600M,Windows,73400.0
Acer,Ultrabook,13.2,8,2.28,0,1,188.6,Intel Core i3,500,1024,Intel Integrated,Intel UHD Graphics,Windows,57200.0
HP,Netbook,15.9,16,1.78,0,0,166.5,AMD Ryzen 5,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,60800.0
HP,Ultrabook,11.9,8,2.42,0,1,106.6,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6500M,Windows,61500.0
MSI,Ultrabook,14.6,8,1.1,1,0,176.1,AMD Ryzen 7,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,79900.0
Dell,2 in 1 Convertible,17.2,8,1.95,0,0,210.6,Intel Core i3,1024,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,60700.0
Asus,Ultrabook,11.7,4,2.2,1,1,217.9,Intel Core i7,1024,1024,AMD Radeon,AMD Radeon RX 6600M,Windows,95700.0
Asus,Notebook,13.4,8,1.15,0,1,207.7,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,84100.0
Apple,Ultrabook,15.5,8,1.6,1,1,212.1,Intel Core i5,1024,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,108900.0
Dell,Netbook,13.4,8,1.3,0,1,130.8,Intel Core i3,0,256,Intel Integrated,Intel UHD Graphics,Windows,41800.0
Asus,Gaming,12.0,16,2.91,0,1,166.8,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,79300.0
HP,Ultrabook,12.8,32,1.4,0,1,183.0,Intel Core i5,500,1024,Intel Integrated,Intel UHD Graphics,Windows,98700.0
HP,2 in 1 Convertible,11.8,32,1.32,0,0,200.4,Intel Core i7,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,94500.0
Dell,Notebook,12.7,4,2.29,0,1,123.2,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,62900.0
Apple,Notebook,14.1,8,1.84,0,1,111.3,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,No OS,103100.0
Lenovo,Ultrabook,16.3,8,1.24,0,0,207.6,AMD Ryzen 7,0,256,Intel Integrated,Intel UHD Graphics,Windows,73800.0
Dell,Netbook,12.3,16,1.85,0,1,149.5,Intel Core i7,0,128,Intel Integrated,Intel UHD Graphics,Windows,58800.0
Lenovo,Gaming,12.2,8,2.95,0,0,137.7,Intel Core i7,500,256,Intel Integrated,Intel Iris Xe Graphics,Linux,76800.0
HP,Notebook,12.3,16,2.21,0,0,143.6,Intel Core i7,0,1024,Intel Integrated,Intel Iris Xe Graphics,No OS,73300.0
MSI,Gaming,15.4,8,1.43,0,1,194.2,AMD Ryzen 5,1024,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,103700.0
Dell,Ultrabook,15.0,4,1.62,0,0,207.4,AMD Ryzen 7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Linux,84400.0
HP,Ultrabook,11.7,8,2.63,0,1,153.7,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Mac,89600.0
HP,Notebook,13.4,8,1.62,0,0,209.0,Intel Core i3,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,52100.0
Lenovo,Notebook,16.3,4,2.38,0,1,201.2,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,57200.0
Lenovo,2 in 1 Convertible,16.2,8,1.54,0,1,127.3,Intel Core i7,0,1024,AMD Radeon,AMD Radeon RX 6500M,Mac,77500.0
Apple,2 in 1 Convertible,16.0,8,2.64,0,0,154.8,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,143400.0
HP,Notebook,12.9,16,2.15,0,0,213.8,Intel Core i5,0,2048,AMD Radeon,AMD Radeon Vega 8,Linux,77700.0
HP,Notebook,12.3,16,1.23,0,0,166.6,Intel Core i7,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,83400.0
Asus,Gaming,17.0,16,1.2,1,1,153.2,Intel Core i7,0,2048,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,132300.0
Acer,Notebook,13.0,32,2.55,0,1,209.3,AMD Ryzen 7,0,512,AMD Radeon,AMD Radeon RX 6500M,Windows,80900.0
HP,Gaming,13.0,8,2.11,0,1,114.2,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Linux,82000.0
Dell,Ultrabook,14.8,16,2.0,0,0,137.3,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,102300.0
MSI,Notebook,13.3,32,1.71,0,0,198.9,Intel Core i3,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Linux,88100.0
Dell,Gaming,14.9,16,2.03,0,1,111.0,Intel Core i3,0,1024,Nvidia GeForce,Nvidia GeForce MX450,Mac,76200.0
HP,Gaming,13.2,8,2.49,0,0,100.8,Intel Core i5,2048,128,Intel Integrated,Intel UHD Graphics,Windows,70500.0
HP,Notebook,13.5,4,1.36,0,0,127.7,Intel Core i5,500,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,65300.0
Acer,Ultrabook,17.0,16,2.76,1,1,211.2,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,69100.0
HP,Gaming,16.6,8,1.29,1,0,166.2,Intel Core i5,500,256,AMD Radeon,AMD Radeon RX 6600M,Windows,73400.0
Dell,Ultrabook,13.0,32,1.29,0,0,139.4,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,110200.0
Asus,2 in 1 Convertible,16.1,32,2.96,0,1,149.5,AMD Ryzen 5,2048,256,AMD Radeon,AMD Radeon Vega 8,Windows,82900.0
Dell,2 in 1 Convertible,11.7,16,1.79,0,1,141.1,Intel Core i3,500,128,AMD Radeon,AMD Radeon RX 6500M,Windows,59100.0
Lenovo,Notebook,11.8,8,2.95,1,0,170.5,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,58000.0
Dell,Ultrabook,16.4,32,2.92,0,0,102.4,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,79100.0
Dell,Notebook,14.0,16,2.01,0,0,172.6,Intel Core i5,1024,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,80700.0
Asus,Notebook,15.4,16,2.16,1,0,121.3,Intel Core i5,500,256,Intel Integrated,Intel Iris Xe Graphics,No OS,44500.0
Lenovo,Ultrabook,16.1,32,2.15,0,0,216.2,AMD Ryzen 5,0,1024,AMD Radeon,AMD Radeon Vega 8,Linux,84000.0
HP,Notebook,14.6,4,1.4,1,0,128.0,Intel Core i5,1024,512,Intel Integrated,Intel Iris Xe Graphics,Linux,50400.0
Lenovo,Notebook,14.3,16,2.25,0,0,135.3,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,59600.0
HP,Ultrabook,17.2,8,2.23,0,1,110.8,AMD Ryzen 7,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,85500.0
Acer,Notebook,13.4,32,2.71,0,1,202.1,Intel Core i5,0,128,AMD Radeon,AMD Radeon RX 6600M,No OS,73500.0
MSI,2 in 1 Convertible,13.4,8,2.52,0,0,175.6,AMD Ryzen 7,1024,512,Intel Integrated,Intel UHD Graphics,No OS,72900.0
HP,Notebook,12.7,16,1.22,1,1,129.6,Intel Core i5,500,128,Intel Integrated,Intel Iris Xe Graphics,Windows,60800.0
HP,Ultrabook,13.1,64,1.69,0,0,207.6,Intel Core i7,1024,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,127800.0
Acer,Notebook,15.8,16,2.54,0,1,214.4,Intel Core i3,500,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,52700.0
Asus,Ultrabook,16.1,8,1.84,0,0,150.3,Intel Core i5,0,128,Nvidia GeForce,Nvidia GeForce MX450,Windows,62600.0
Dell,2 in 1 Convertible,12.4,16,2.88,0,1,219.3,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,79300.0
